Gene,Species,Chromosome,Enh_Prom,Type_Start,Type_End
DRD4,Homo sapiens,11,Enh,612189,612529
DRD4,Homo sapiens,11,Enh,612569,612913
DRD4,Homo sapiens,11,Enh,613324,613497
DRD4,Homo sapiens,11,Enh,613528,613878
DRD4,Homo sapiens,11,Enh,614058,614321
DRD4,Homo sapiens,11,Enh,614484,614831
DRD4,Homo sapiens,11,Enh,615048,615300
DRD4,Homo sapiens,11,Prom,615610,615811
DRD4,Homo sapiens,11,Prom,615836,616177
DRD4,Homo sapiens,11,Enh,616975,617155
DRD4,Homo sapiens,11,Enh,619644,619949
DRD4,Homo sapiens,11,Enh,623964,624314
DRD4,Homo sapiens,11,Enh,624334,624576
DRD4,Homo sapiens,11,Enh,624617,624818
DRD4,Homo sapiens,11,Prom,624960,625166
DRD4,Homo sapiens,11,Prom,625193,625539
DRD4,Homo sapiens,11,Enh,625656,625891
DRD4,Homo sapiens,11,Prom,626036,626256
DRD4,Homo sapiens,11,Enh,626424,626600
DRD4,Homo sapiens,11,Enh,626669,626984
DRD4,Homo sapiens,11,Prom,627120,627368
DRD4,Homo sapiens,11,Enh,628196,628455
DRD4,Homo sapiens,11,Enh,628532,628880
DRD4,Homo sapiens,11,Enh,629206,629518
DRD4,Homo sapiens,11,Enh,632971,633321
DRD4,Homo sapiens,11,Enh,636782,636932
DRD4,Homo sapiens,11,Prom,637042,637385
DRD4,Homo sapiens,11,Enh,637540,637693
DRD4,Homo sapiens,11,Enh,637801,638096
DRD4,Homo sapiens,11,Enh,638261,638530
DRD4,Homo sapiens,11,Enh,638652,638966
DRD4,Homo sapiens,11,Enh,638982,639279
DRD4,Homo sapiens,11,Enh,639360,639578
DRD4,Homo sapiens,11,Enh,639652,639979
DRD4,Homo sapiens,11,Enh,640361,640698
DRD4,Homo sapiens,11,Enh,640829,641096
DRD4,Homo sapiens,11,Enh,641554,641729
DRD4,Homo sapiens,11,Enh,642624,642934
DRD4,Homo sapiens,11,Enh,643399,643711
DRD4,Homo sapiens,11,Enh,644472,644741
DRD4,Homo sapiens,11,Enh,645562,645908
DRD4,Homo sapiens,11,Enh,647670,647842
DRD4,Homo sapiens,11,Enh,652623,652774
DRD4,Homo sapiens,11,Enh,653103,653443
DRD4,Homo sapiens,11,Enh,653493,653670
DRD4,Homo sapiens,11,Enh,654418,654766
DRD4,Homo sapiens,11,Enh,655278,655625
DRD4,Homo sapiens,11,Enh,656915,657247
DRD4,Homo sapiens,11,Enh,657734,658082
DRD4,Homo sapiens,11,Enh,658324,658631
DRD4,Homo sapiens,11,Enh,658666,659008
DRD4,Homo sapiens,11,Enh,659333,659512
DRD4,Homo sapiens,11,Enh,659983,660327
DRD4,Homo sapiens,11,Enh,661196,661358
DRD4,Homo sapiens,11,Enh,662771,663028
DRD4,Homo sapiens,11,Enh,665416,665766
DRD4,Homo sapiens,11,Prom,665793,666143
DRD4,Homo sapiens,11,Enh,668681,668912
DRD4,Homo sapiens,11,Enh,672017,672172
DRD4,Homo sapiens,11,Enh,673967,674197
DRD4,Homo sapiens,11,Enh,674366,674668
DRD4,Homo sapiens,11,Enh,678348,678498
DRD4,Homo sapiens,11,Enh,686521,686806
DRD4,Homo sapiens,11,Enh,691038,691388
DRD4,Homo sapiens,11,Enh,692948,693298
DRD4,Homo sapiens,11,Enh,693318,693664
DRD4,Homo sapiens,11,Enh,693669,693874
DRD4,Homo sapiens,11,Enh,694026,694255
DRD4,Homo sapiens,11,Enh,694359,694700
DRD4,Homo sapiens,11,Enh,694721,694916
DRD4,Homo sapiens,11,Enh,695046,695396
DRD4,Homo sapiens,11,Prom,695576,695926
DRD4,Homo sapiens,11,Enh,696022,696243
DRD4,Homo sapiens,11,Enh,696489,696837
DRD4,Homo sapiens,11,Enh,696930,697179
DRD4,Homo sapiens,11,Enh,697198,697543
DRD4,Homo sapiens,11,Enh,697638,697917
DRD4,Homo sapiens,11,Enh,698025,698374
DRD4,Homo sapiens,11,Enh,698921,699139
DRD4,Homo sapiens,11,Enh,699203,699549
DRD4,Homo sapiens,11,Enh,701156,701434
DRD4,Homo sapiens,11,Enh,702584,702757
DRD4,Homo sapiens,11,Enh,702929,703223
DRD4,Homo sapiens,11,Enh,703557,703841
DRD4,Homo sapiens,11,Enh,704428,704641
DRD4,Homo sapiens,11,Enh,704869,705192
DRD4,Homo sapiens,11,Enh,705315,705478
DRD4,Homo sapiens,11,Enh,705494,705821
DRD4,Homo sapiens,11,Prom,705898,706246
DRD4,Homo sapiens,11,Prom,706420,706746
DRD4,Homo sapiens,11,Enh,706810,707026
DRD4,Homo sapiens,11,Enh,707037,707249
DRD4,Homo sapiens,11,Enh,707292,707570
DRD4,Homo sapiens,11,Enh,707773,708119
DRD4,Homo sapiens,11,Enh,708200,708373
DRD4,Homo sapiens,11,Enh,709711,709941
DRD4,Homo sapiens,11,Enh,710368,710570
DRD4,Homo sapiens,11,Enh,710938,711288
DRD4,Homo sapiens,11,Enh,712808,713151
DRD4,Homo sapiens,11,Enh,713233,713397
DRD4,Homo sapiens,11,Enh,720350,720587
DRD4,Homo sapiens,11,Enh,720663,721013
DRD4,Homo sapiens,11,Enh,721145,721462
DRD4,Homo sapiens,11,Enh,721537,721805
DRD4,Homo sapiens,11,Prom,721912,722252
DRD4,Homo sapiens,11,Enh,722508,722758
DRD4,Homo sapiens,11,Enh,723217,723554
DRD4,Homo sapiens,11,Enh,723587,723850
DRD4,Homo sapiens,11,Enh,724434,724767
DRD4,Homo sapiens,11,Enh,725464,725685
DRD4,Homo sapiens,11,Enh,725719,725990
DRD4,Homo sapiens,11,Enh,726332,726676
DRD4,Homo sapiens,11,Prom,726849,727072
DRD4,Homo sapiens,11,Enh,727887,728214
DRD4,Homo sapiens,11,Enh,728313,728548
DRD4,Homo sapiens,11,Enh,728742,728892
DRD4,Homo sapiens,11,Enh,729039,729361
DRD4,Homo sapiens,11,Enh,729594,729938
DRD4,Homo sapiens,11,Enh,729973,730174
DRD4,Homo sapiens,11,Enh,730975,731173
DRD4,Homo sapiens,11,Enh,733083,733385
DRD4,Homo sapiens,11,Enh,736523,736711
DRD4,Homo sapiens,11,Enh,737395,737683
DRD4,Homo sapiens,11,Enh,738088,738330
DRD4,Homo sapiens,11,Enh,739461,739780
DRD4,Homo sapiens,11,Enh,739919,740209
DRD4,Homo sapiens,11,Enh,741613,741856
DRD4,Homo sapiens,11,Enh,742232,742479
DRD4,Homo sapiens,11,Enh,743662,743879
DRD4,Homo sapiens,11,Enh,743980,744177
DRD4,Homo sapiens,11,Enh,744839,744999
DRD4,Homo sapiens,11,Enh,746380,746661
DRD4,Homo sapiens,11,Enh,746668,746968
DRD4,Homo sapiens,11,Prom,747172,747516
DRD4,Homo sapiens,11,Enh,747683,747882
DRD4,Homo sapiens,11,Enh,748011,748229
DRD4,Homo sapiens,11,Enh,748456,748803
DRD4,Homo sapiens,11,Enh,749499,749680
DRD4,Homo sapiens,11,Enh,749806,750060
DRD4,Homo sapiens,11,Enh,755356,755660
DRD4,Homo sapiens,11,Enh,761733,761890
DRD4,Homo sapiens,11,Enh,762327,762672
DRD4,Homo sapiens,11,Enh,762705,763047
DRD4,Homo sapiens,11,Enh,763254,763479
DRD4,Homo sapiens,11,Enh,763507,763686
DRD4,Homo sapiens,11,Enh,765337,765587
DRD4,Homo sapiens,11,Enh,775240,775427
DRD4,Homo sapiens,11,Enh,775474,775729
DRD4,Homo sapiens,11,Enh,775769,775930
DRD4,Homo sapiens,11,Enh,776342,776588
DRD4,Homo sapiens,11,Enh,776637,776897
DRD4,Homo sapiens,11,Enh,777007,777286
DRD4,Homo sapiens,11,Prom,777353,777703
DRD4,Homo sapiens,11,Enh,777957,778158
DRD4,Homo sapiens,11,Enh,778275,778608
DRD4,Homo sapiens,11,Enh,778686,779003
DRD4,Homo sapiens,11,Enh,783544,783706
DRD4,Homo sapiens,11,Enh,783717,784066
DRD4,Homo sapiens,11,Enh,786317,786538
DRD4,Homo sapiens,11,Enh,786852,787163
DRD4,Homo sapiens,11,Enh,788105,788307
DRD4,Homo sapiens,11,Enh,789530,789857
DRD4,Homo sapiens,11,Prom,789973,790314
DRD4,Homo sapiens,11,Enh,790739,791071
DRD4,Homo sapiens,11,Enh,793610,793958
DRD4,Homo sapiens,11,Enh,794105,794261
DRD4,Homo sapiens,11,Enh,794391,794602
DRD4,Homo sapiens,11,Enh,794764,794991
DRD4,Homo sapiens,11,Enh,795026,795221
DRD4,Homo sapiens,11,Enh,795236,795563
DRD4,Homo sapiens,11,Enh,795640,795867
DRD4,Homo sapiens,11,Prom,796192,796541
DRD4,Homo sapiens,11,Enh,796619,796922
DRD4,Homo sapiens,11,Prom,797248,797597
DRD4,Homo sapiens,11,Prom,797613,797778
DRD4,Homo sapiens,11,Prom,797938,798151
DRD4,Homo sapiens,11,Prom,798153,798481
DRD4,Homo sapiens,11,Enh,798502,798675
DRD4,Homo sapiens,11,Prom,804307,804562
DRD4,Homo sapiens,11,Enh,804791,804953
DRD4,Homo sapiens,11,Prom,805200,805539
DRD4,Homo sapiens,11,Enh,805604,805761
DRD4,Homo sapiens,11,Enh,806283,806586
DRD4,Homo sapiens,11,Enh,808475,808756
DRD4,Homo sapiens,11,Enh,808774,808975
DRD4,Homo sapiens,11,Enh,809214,809412
DRD4,Homo sapiens,11,Prom,809522,809696
DRD4,Homo sapiens,11,Prom,809699,810024
DRD4,Homo sapiens,11,Enh,810152,810327
DRD4,Homo sapiens,11,Enh,811099,811362
DRD4,Homo sapiens,11,Enh,811908,812239
DRD4,Homo sapiens,11,Enh,813538,813868
DRD4,Homo sapiens,11,Enh,816318,816659
DRD4,Homo sapiens,11,Enh,818406,818658
DRD4,Homo sapiens,11,Prom,818666,819016
DRD4,Homo sapiens,11,Enh,819328,819676
DRD4,Homo sapiens,11,Enh,819678,819828
DRD4,Homo sapiens,11,Enh,819949,820298
DRD4,Homo sapiens,11,Enh,821327,821494
DRD4,Homo sapiens,11,Enh,821589,821800
DRD4,Homo sapiens,11,Enh,822021,822331
DRD4,Homo sapiens,11,Prom,824529,824742
DRD4,Homo sapiens,11,Enh,824974,825245
DRD4,Homo sapiens,11,Enh,825478,825752
DRD4,Homo sapiens,11,Enh,825836,826166
DRD4,Homo sapiens,11,Enh,826329,826530
DRD4,Homo sapiens,11,Enh,826807,826990
DRD4,Homo sapiens,11,Enh,827084,827397
DRD4,Homo sapiens,11,Prom,827522,827683
DRD4,Homo sapiens,11,Enh,827829,828031
DRD4,Homo sapiens,11,Prom,828529,828835
DRD4,Homo sapiens,11,Enh,828862,829020
DRD4,Homo sapiens,11,Enh,829069,829414
DRD4,Homo sapiens,11,Enh,829439,829611
DRD4,Homo sapiens,11,Enh,829655,829847
DRD4,Homo sapiens,11,Enh,829936,830147
DRD4,Homo sapiens,11,Enh,830271,830483
DRD4,Homo sapiens,11,Enh,830498,830722
